strategy_type,strategy_id,avg_sharpe,avg_return,avg_drawdown,avg_win_rate,avg_calmar,num_stocks
moving_average,strat_0000,0.12967141530112328,-0.13233319130261056,-0.2879956248928765,0.19447445641143785,0.490026474644742,87
moving_average,strat_0001,0.06617356988288153,0.22563427688404863,-0.30226633860589697,0.1141576119506268,0.34781467798744553,90
moving_average,strat_0002,0.14476885381006926,0.5142820126457961,-0.10876366077751225,0.13329175486434727,0.22418354725987785,88
moving_average,strat_0003,0.23230298564080254,-0.0582965385235239,-0.21760146312312356,0.1452347640172311,0.26889021954084114,84
moving_average,strat_0004,0.056584662527666404,0.018066408671501055,-0.3508707163468036,0.1018173916581992,0.7450902752458161,93
moving_average,strat_0005,0.05658630430508194,0.13793724571577543,-0.17657104423561792,0.13296045441513143,0.3888672057681095,82
moving_average,strat_0006,0.23792128155073916,0.02937438225908414,-0.08022750423898933,0.12517657614615804,0.6099778054673056,100
moving_average,strat_0007,0.1567434729152909,-0.15911941759190387,-0.16740277915590826,0.18220844188837804,0.8047841791967996,84
moving_average,strat_0008,0.03305256140650479,0.13234133546508492,-0.3715495972763211,0.028180348461462418,1.0665527600811113,84
moving_average,strat_0009,0.13425600435859647,-0.07121466847069888,-0.2887387258293001,0.07057337412660146,0.15503699577753852,98
moving_average,strat_0010,0.033658230718753776,0.20524663751433267,-0.14864710806507017,0.19107406713378058,1.2191745584726597,93
moving_average,strat_0011,0.03342702464297431,-0.04549636216208461,-0.30661355724950246,0.18024748110036495,0.9790605452872708,83
rsi,strat_0012,0.10419622715660341,0.3989881929031572,-0.21449444574830173,0.10201821550142834,0.21446264472842066,92
rsi,strat_0013,-0.1113280244657798,-0.020985592620522676,-0.18802927572565306,0.13162386760427663,1.323010073749488,89
rsi,strat_0014,-0.09249178325130328,0.06202892708297839,-0.32415443772624664,0.06992861293660389,1.3892213607445383,97
rsi,strat_0015,0.02377124707590273,0.26643309912654056,-0.254762028484944,0.05386180875027704,0.18550914379680924,87
rsi,strat_0016,-0.021283112033442384,-0.10155557695811193,-0.5093013872055258,0.1034657128891968,0.4876287074060852,87
rsi,strat_0017,0.1114247332595274,0.16094278822874328,-0.3319510113067432,0.08360340104468951,1.228681791710286,86
rsi,strat_0018,-0.010802407552121114,0.355285695770837,-0.2702054521114528,0.125058100133157,1.1475635665371215,87
rsi,strat_0019,-0.06123037013352918,-0.16934698222102096,-0.349822654557188,0.03399223465369727,0.35832942709892823,93
rsi,strat_0020,0.2265648768921554,0.15323409453581474,-0.11940709568546917,0.19539106537991,0.39308905267139443,98
rsi,strat_0021,0.05742236995134643,0.16677890296471623,-0.36441131023685064,0.19751793400632853,0.6186609439079348,85
rsi,strat_0022,0.08675282046879239,0.2607281169199158,-0.2852035589357587,0.14566910852355414,0.7783321792674298,80
rsi,strat_0023,-0.062474818621345685,-0.10265112795805474,-0.2395407538171127,0.11649734594194168,0.9655566801424142,94
rsi,strat_0024,0.025561727547481733,-0.11768219035516973,-0.13469813687471074,0.075714970931539,0.6164790953976813,80
rsi,strat_0025,0.0910922589709866,0.21394948181104156,-0.36486897209435515,0.16648310354725077,0.747548602586407,96
rsi,strat_0026,-0.03509935774223028,0.17345724118197348,-0.15694689982760324,0.14325161105969828,1.1464593133872591,80
rsi,strat_0027,0.1175698018345672,0.16508871306225778,-0.24918135511843303,0.04927104908208044,0.15135648404683705,94
rsi,strat_0028,0.0199361310081195,0.18236067770945566,-0.32852069208383605,0.18396689320889167,0.45341172208162905,81
rsi,strat_0029,0.05083062502067232,-0.0024044498841283455,-0.21303172205893833,0.16805670372617043,1.0986894202383735,93
rsi,strat_0030,0.019829338777060307,0.16180566548898062,-0.2340752243541224,0.19096398439254636,1.353289572762079,100
rsi,strat_0031,0.26522781845089377,0.1727530451937626,-0.2980173501727036,0.1506295115099048,0.8163484189619326,87
rsi,strat_0032,0.07865027752620661,-0.008583255244746206,-0.2444158332007985,0.1304147352684422,0.8449588793714419,87
rsi,strat_0033,-0.025771092895589993,0.45583941200605615,-0.28082508774894077,0.0952837465323114,0.2500408158756865,98
rsi,strat_0034,0.1622544912103189,0.20528992576412175,-0.24091861237990017,0.1878911270037224,0.7263773135528364,86
rsi,strat_0035,-0.042084364997102226,-0.09443462949647674,-0.1970295460383163,0.1758915001100735,0.8456641730370323,98
rsi,strat_0036,0.10088635950047554,0.23817964955408935,-0.12311865470837183,0.028139360619114095,0.4394587050886215,85
rsi,strat_0037,-0.11596701238797756,-0.05544270064091786,-0.3490252399061479,0.024746055409505363,0.47694052332913334,85
rsi,strat_0038,-0.05281860488984306,0.26167522867364135,-0.07935733002749866,0.08776340603804894,0.6281978283464716,82
rsi,strat_0039,0.09968612358691235,0.3285472042213327,-0.40616702396180016,0.16589959954072994,0.12809967688881693,86
rsi,strat_0040,0.15384665799954106,-0.027722817303307883,-0.26214280760284664,0.19770970327669002,0.5509108318164496,98
rsi,strat_0041,0.09713682811899706,0.2934077032639779,-0.2029346234812339,0.047075040398635075,0.3960272097951625,87
rsi,strat_0042,0.06843517176117594,0.1943005668485697,-0.2275206505811974,0.12694352876338433,0.5584962930490804,89
rsi,strat_0043,0.04988963044107112,0.2679708287990082,-0.2998159615856475,0.08856035419358388,0.2676669845469517,99
rsi,strat_0044,-0.06785219903674275,0.4614227368777105,-0.26664978002858203,0.1945845916066286,1.3467381930358528,94
rsi,strat_0045,0.008015579160529133,0.0758301391194833,-0.28944007477270667,0.17158140616442757,0.931029434975668,94
rsi,strat_0046,0.033936122904021246,-0.015672509584348123,-0.29714918055553696,0.17089916684800482,1.0507432468022855,80
rsi,strat_0047,0.18571222262189158,-0.040112597332594195,-0.182031832238318,0.10436476876309467,1.2048397340502734,99
rsi,strat_0048,0.11436182895684614,-0.02684585129377889,-0.2214387611227962,0.09466751042077974,0.7978190785006801,86
rsi,strat_0049,-0.09630401553627341,0.10612169230546126,-0.30543276762085236,0.06921327294752713,0.22168840332239317,83
rsi,strat_0050,0.1124083969394795,0.18140735546699582,-0.17803200996533994,0.03014758939716688,0.8519491585459669,85
rsi,strat_0051,0.04149177195836835,0.16980434387940344,-0.22541603832987125,0.1756500277259096,0.9215775652292307,80
rsi,strat_0052,0.012307799969404126,0.26889298482648427,-0.1849710304928832,0.16632218164341397,1.143615263858062,84
rsi,strat_0053,0.1411676288840868,0.12234034053802326,-0.19962969264611102,0.19994918119150354,0.7043233647215511,80
rsi,strat_0054,0.1830999522495951,0.381636133888317,-0.3163196008737658,0.19939463067330299,0.27861242391378926,83
rsi,strat_0055,0.17312801191161986,0.0723617700171679,-0.2948144832157576,0.11997770700847295,0.49728626811821425,81
rsi,strat_0056,-0.003921752322263857,0.6096304499861314,-0.19021651159013905,0.1584177347324919,0.6083152149580892,89
macd,strat_0057,0.04907876241487854,0.2326201225977011,-0.20117037876532282,0.19005783137883706,1.0042841378642418,84
macd,strat_0058,0.1131263431403564,-0.03428836015493086,-0.25167212751713186,0.1729365303219341,0.8990896265364766,89
macd,strat_0059,0.17755451271223593,-0.07276064965100021,-0.24061380933529744,0.06452265831377559,0.5985354162569847,80
macd,strat_0060,0.032082576215471004,0.20684503474377333,-0.147786808336926,0.10109794435581684,1.4811213483101715,85
macd,strat_0061,0.06143410233361829,0.07977669864134684,-0.2973257111068664,0.0432486947272691,0.948084747099642,92
macd,strat_0062,-0.030633497400602824,0.24852008893657654,-0.20623220950639698,0.19172918490657004,0.43211750843039226,94
macd,strat_0063,-0.03962066240806709,0.20518277242323807,-0.2661754121947115,0.12911143420115842,0.24249546166856523,83
macd,strat_0064,0.1612525822394198,0.1068907957217629,-0.26741449625817765,0.0611557049906233,0.3140027948580648,92
macd,strat_0065,0.2156240028570823,-0.03242286925231289,-0.16209785184102476,0.14090612319305423,0.44434081973831135,99
macd,strat_0066,0.07279898784196662,-0.15267250044345562,-0.18396669208095762,0.13126308328242126,0.3249539225633779,94
macd,strat_0067,0.18035328978920243,0.0396273086279362,-0.18491922911994893,0.0844692892459113,0.36119383367182806,87
macd,strat_0068,0.11616360250476342,0.274151782978225,-0.14556169542765368,0.040440366595933225,0.49913323617138594,84
macd,strat_0069,0.01548802453948757,0.1585368739434367,-0.24831969266937928,0.14088317520670393,0.34272303341265675,94
macd,strat_0070,0.1161395605508414,-0.10423298016815784,-0.1954437622964029,0.11365538616268281,1.355471594476995,83
macd,strat_0071,0.23380365664659694,0.15117256665321274,-0.2748213405274765,0.1590173105124151,0.2123272439262991,91
macd,strat_0072,0.07641739608900484,0.18935712835119062,-0.22406669180092464,0.11362943020015882,0.8343159453983565,92
macd,strat_0073,0.2364643655814006,-0.03909433851620394,-0.26041144434941477,0.17339267005733724,0.6745555577855261,81
macd,strat_0074,-0.18197451040897444,0.14767051907019502,-0.24224032280058255,0.11934323097940741,1.4753300636720488,98
macd,strat_0075,0.1621902504375224,0.13047756932027998,-0.2023874379650469,0.12096883487636954,0.25685446303527326,98
macd,strat_0076,0.08870470682381713,-0.08573465360951216,-0.3154576546586778,0.17779764847850213,0.6569978386640383,83
